SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,-1.2821194970342338,-1.5021477831306453,-0.9978692006910183,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
0,-0.7110781194995532,-0.29097276189672655,-0.5969984623716773,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,0.0639066071546558,-0.02311674758537898,-0.08087436536763846,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
0,0.6757366545132419,1.113191685797542,1.1421516475347282,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
1,0.7981026639849592,0.530896002512004,0.7863275031722283,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0
0,-1.2821194970342338,-1.492165571417179,-0.9977373570013884,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,-0.7926554591473648,-1.4788559557992238,-0.8947015135557168,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
0,0.512581975217619,1.289544092735448,1.0800312957708311,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0,-1.2821194970342338,-0.6802790187219147,-0.9870140702448333,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-1.2821194970342338,-0.49061699616605386,-0.9845090401418674,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,-1.2413308272103278,0.1765274866839483,-0.9555913242164028,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,-0.30319142126049586,-0.127929970576776,-0.3296634076990302,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
0,-0.30319142126049586,-1.31082205862254,-0.7294134746565181,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,0.023117937330750068,-1.5121299948441116,-0.7427516612573973,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,-1.2005421573864221,-0.38247636927016826,-0.9236192294811816,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,-1.1189648177386107,0.35454359557409826,-0.8528850899948054,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
0,-0.09924807214096716,0.13493493787783845,-0.11058314343088191,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0
0,1.2467780320479223,0.19649191011088085,0.9486051111582138,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,-1.2821194970342338,-1.319140568383762,-0.995452066381139,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.30319142126049586,1.006714760853901,0.04631084722855418,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
0,1.3691440415196396,-1.4954929753216677,-0.4488061552278066,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,-0.09924807214096716,-0.45567925516892144,-0.32030250573531593,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
0,-0.915021468619082,0.5009493673716051,-0.6298275410894921,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
0,-1.3229081668581395,-0.410759302458323,-1.006548910258312,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0
0,-0.8742327987951762,0.33457917214716576,-0.6436711285006189,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,-1.2821194970342338,-0.4706525727391211,-0.9842453527626078,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,-1.1189648177386107,-0.16619511547839702,-0.8800448900585398,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,-1.2821194970342338,0.16987267887497062,-0.9757853826780304,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,-0.7518667893234591,0.43939239513856226,-0.5132777194567681,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,1.613876060463074,1.5307808758108852,2.6151313220268833,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0
0,0.18627261662637304,-0.0048160261106907415,0.02411715947420816,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
0,1.3283553716957337,-0.6536597874860044,0.2828604003726481,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,0.9204686734566764,-1.5237759085098224,-0.5664107263775688,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0.10469527697856156,-1.4871744655604457,-0.7057695063162445,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0
0,0.5533706450415247,1.3411188532550242,1.1129922181782759,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1
1,1.287566701871828,-0.7002434421488474,0.20245772364675502,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
0,-1.078176147914705,0.33291547019492146,-0.8000816922980792,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1,-1.2821194970342338,-1.492165571417179,-0.9977373570013884,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
0,-0.3439800910844016,-1.4905018694649346,-0.7719110906138499,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,1.5322987208152625,1.3727291903476677,2.278600304246874,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0
0,-0.6702894496756475,-0.31925569508488133,-0.6218509978668906,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,-0.38476876090830736,1.3028537083534029,0.07900808225673923,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1
0,-0.017670732493155674,0.99506884718819,0.3697014439421289,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
0,1.1652006924001108,1.2030315912187393,1.617689862081067,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
0,-1.2005421573864221,0.14158974568681612,-0.9032713533816523,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0,-1.2821194970342338,-1.4938292733694234,-0.9977593309496602,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
0,-1.0373874780907992,0.8137253343935509,-0.7288641259497274,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
0,-0.38476876090830736,0.6290544176944233,-0.17142900619502463,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
0,1.2059893622240165,0.6673195625960445,1.257009475150537,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
0,0.3086386260980903,0.08502387931050663,0.19366814433810314,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,1.613876060463074,1.7320888120324567,2.7705091102555763,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0
0,0.10469527697856156,-1.4738648499424907,-0.6751817703221359,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,-1.2821194970342338,0.16488157301823725,-0.9758513045228454,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,-0.915021468619082,0.8719549027221047,-0.5827373699433898,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
0,1.002046013104488,-1.4688737440857575,-0.5129481102326936,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,1.5322987208152625,1.6721955417516585,2.6191525545605914,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0
0,0.1454839468024673,1.3694017864431787,0.6785892347964277,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0
0,-1.1597534875625164,-0.676951614817426,-0.9095339286390668,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.1652006924001108,1.6705318397994138,2.067013156339351,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0
0,0.023117937330750068,0.11164311054641685,-0.052374154459334764,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0.023117937330750068,0.9468214905731025,0.3523200508592697,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
1,1.3283553716957337,1.2729070732130041,1.9785899884943137,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
1,-0.6702894496756475,0.9834229335224794,-0.34240829769657544,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1
0,0.5941593148654305,-1.4971566772739122,-0.5921422198036471,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0.1454839468024673,0.01681209926848657,0.09144533697848174,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1
0,-0.1400367419648729,-1.1411244594936119,-0.63020109821011,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,-0.38476876090830736,0.6889476879752213,-0.1854264112440527,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,1.3691440415196396,0.7987520168233517,1.6303688302337975,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0,1.4099327113435454,-0.17784102914410782,0.7970288159805118,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
0,-1.0373874780907992,0.13659863983008275,-0.78377702268053,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,-1.0373874780907992,-1.5187848026530892,-0.9571954224402316,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1
0,0.512581975217619,0.5358871083687373,0.5463939619943033,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
0,1.450721381167451,-0.34753862827303583,0.6141396445157378,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-1.1597534875625164,0.32958806629043236,-0.8650806312855599,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1.5730873906391682,1.1830671677918068,2.139988638549434,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
1,-0.38476876090830736,0.34955248971736536,-0.2842432566215716,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1.450721381167451,0.7688053816829524,1.701476526840791,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,-0.5071347703800245,-1.5154573987486004,-0.8159249090019243,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
0,-1.1597534875625164,-1.5271033124143112,-0.9718740198856803,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,-0.6295007798517418,-0.6802790187219147,-0.6584156477908824,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0.7981026639849592,1.1780760619350734,1.2982765500046574,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
1,-0.915021468619082,0.8286986519637506,-0.6047332921632911,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
1,-0.9965988082668935,0.3196058545769661,-0.7399829437751719,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,-0.8334441289712705,-0.2743357423742826,-0.7187561097447777,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
0,0.2270612864502788,0.18983710230190318,0.1836480239262399,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
0,0.5533706450415247,-1.4855107636082014,-0.6152588133854017,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0,-0.26240275143659014,-1.500484081178401,-0.8055751793659867,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,-0.7518667893234591,0.7022573035931767,-0.4949734205465006,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,-0.915021468619082,0.2879955174843225,-0.7018581435238944,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0
0,-0.2216140816126844,-0.40077709074485646,-0.3479237587127545,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1.002046013104488,-1.5104662928918673,-0.49341327021921494,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0,-0.8334441289712705,1.5989926558529053,-0.397980412875527,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1
0,-0.7926554591473648,-0.7019071441010919,-0.746091701394685,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,-0.3439800910844016,-1.4838470616559571,-0.8044105601075903,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
1,-0.26240275143659014,0.03844022464766341,-0.2803538677774931,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
0,0.1454839468024673,0.9318481730029032,0.47856038367978243,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0
0,0.4310046355698075,-1.3241316742404952,-0.5362404954006211,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0
0,-1.2413308272103278,0.02679431098195284,-0.9475049112524431,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
0,0.5533706450415247,-1.4954929753216677,-0.6079195146626774,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0
0,1.002046013104488,1.5989926558529053,1.8346826012634103,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1
0,0.7165253243371477,0.16155416911374865,0.5569854050612288,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.7165253243371477,-1.5021477831306453,-0.5718822394972046,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,1.4099327113435454,1.1764123599828291,1.9331258895203114,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0
1,-1.0373874780907992,0.9917414432837014,-0.7107356186256328,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
0,1.2467780320479223,0.49595826151487177,1.2058101756776396,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,-0.9558101384429878,-1.5104662928918673,-0.9279480972906926,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
0,-1.1189648177386107,0.6822928801662442,-0.8302738972232985,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
0,0.7981026639849592,-0.18116843304859642,0.3310932168288753,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
0,-0.7110781194995532,-0.001488622206202143,-0.588714283873273,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
0,-1.2821194970342338,-0.6403501718680493,-0.9864866954863141,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,-0.5887121100278361,-0.9880638798871275,-0.7396533345510975,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
0,1.3283553716957337,1.535771981667618,2.116828097071136,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0
0,1.450721381167451,1.2379693322158714,2.135440031257206,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
0,-0.5479234402039304,-0.6619782972472263,-0.6260260480385003,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.5941593148654305,-0.8183662807581995,-0.21777206309989172,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0,1.613876060463074,1.4442683742941764,2.3684957266261106,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,1.002046013104488,1.0100421647583897,1.3950498181929145,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1
1,-0.05845940231706142,1.1664301482693626,0.3939167349374648,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
0,0.5533706450415247,-1.4954929753216677,-0.6275422504692426,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,-0.6295007798517418,0.9817592315702351,-0.29569168367109067,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
0,1.4915100509913568,-1.3524146074286498,-0.2850123448110786,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
1,0.2678499562741845,1.3560921708252238,0.8765305608272683,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
0,-0.05845940231706142,0.3711806150965422,-0.027477671067578258,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1.4915100509913568,1.3344640454460464,2.2006587097274033,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
0,1.613876060463074,1.371065488395423,2.3587173196452356,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
0,0.2678499562741845,1.1830671677918068,0.6642182726267818,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
0,1.5322987208152625,0.4776575400401835,1.512478597756504,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0
0,0.3902159657459017,-1.4938292733694234,-0.640221218621973,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,-1.2413308272103278,0.5275685986075154,-0.936473989220085,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1,-1.2413308272103278,0.49429455956262747,-0.9364959631683565,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,-0.9558101384429878,-1.5021477831306453,-0.913972666189936,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,0.3086386260980903,0.46434792442222816,0.3676358928045956,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,1.450721381167451,-1.3008398469090738,-0.16648486783390792,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,0.6757366545132419,1.1963767834097616,1.1237594528313744,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
0,0.8796800036327707,0.9934051452359457,1.2443524809460782,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
0,0.18627261662637304,-1.500484081178401,-0.6491206676719831,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,-0.46634610055611886,0.7188943231156206,-0.21166330548037862,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
0,-1.2005421573864221,0.4161005678071411,-0.9159503215343827,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
0,1.1652006924001108,1.277898179069737,1.8581288040692394,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0
0,-0.6702894496756475,0.32792436433818806,-0.5102233406470117,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,-1.1597534875625164,-1.4655463401812687,-0.9789056833326019,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,-0.915021468619082,0.3079599409112555,-0.6497798861201319,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,-0.4255574307322131,0.005166185602775528,-0.379170713155012,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.4310046355698075,-0.14955809595595307,0.15391727191472507,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0
0,-0.9558101384429878,0.003502483650531228,-0.7151523822282304,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
0,1.4099327113435454,0.30296883505452216,1.1330104850537301,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
0,-0.7926554591473648,-0.34753862827303583,-0.6959032035422827,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1
0,1.613876060463074,-1.492165571417179,-0.380884681120199,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0,1.287566701871828,0.7205580250678649,1.4688383364890474,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0.5533706450415247,0.9584674042388135,0.819398295321031,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
0,1.3283553716957337,0.8869282202923043,1.614481665633409,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,-1.1597534875625164,-0.4673251688346322,-0.901271724088934,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,-0.5071347703800245,1.362746978634201,-0.022269845327202054,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
0,0.3902159657459017,1.1780760619350734,0.8493487868152622,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
1,1.5730873906391682,0.5259048966552711,1.4879336975370936,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
0,-0.7926554591473648,0.174863784731704,-0.6168629116092306,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,-0.38476876090830736,0.8553178831996607,-0.15255338462969467,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
0,-1.2821194970342338,-1.508802590939623,-0.9979570964841047,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
1,1.613876060463074,-0.01479823782415701,1.0331169162109017,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0
1,-1.2413308272103278,-1.1477792673025895,-0.9719838896270384,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
0,1.3691440415196396,-1.5038114850828896,-0.45553018339892526,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0,1.4915100509913568,-1.362396819142116,-0.2536774945757347,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
